Leverkusen;https://assets.stickpng.com/thumbs/584d8651367b6a13e54477d1.png;22
Stuttgart;https://assets.stickpng.com/thumbs/5b4e2e48c051e602a568ce04.png;21
Bayern;https://assets.stickpng.com/thumbs/584d8683367b6a13e54477d4.png;20
Dortmund;https://assets.stickpng.com/thumbs/584d8678367b6a13e54477d3.png;20
RB Leipzig;https://4.bp.blogspot.com/-QJ9CN0YDJU8/WVUHhneBkJI/AAAAAAABKag/cbhd3cdEuDA5ujQVjJX_2gyE62K9K_yxQCLcBGAs/s1600/RB%2BLeipzig.png;17
Hoffenheim;https://assets.stickpng.com/thumbs/584d85b2367b6a13e54477c5.png;15
Frankfurt;https://assets.stickpng.com/thumbs/584d865b367b6a13e54477d2.png;13
Friburgo;https://assets.stickpng.com/images/584d8630367b6a13e54477cd.png;13
