Inter;https://assets.stickpng.com/thumbs/584aaf7130d6736bca3d6ded.png;22
Milan;https://assets.stickpng.com/thumbs/584ab15330d6736bca3d6e24.png;21
Juventus;https://as01.epimg.net/img/comunes/fotos/fichas/equipos/large/29.png;20
Napoli;https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/SSC_Napoli.svg/1200px-SSC_Napoli.svg.png;17
Fiorentina;https://assets.stickpng.com/thumbs/584ab10b30d6736bca3d6e1d.png;17
Atalanta;https://as01.epimg.net/img/comunes/fotos/fichas/equipos/large/21.png;16
Roma;https://assets.stickpng.com/thumbs/584ab0a430d6736bca3d6e11.png;14
Bolonia;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bologna_F.C._1909_logo.svg/1200px-Bologna_F.C._1909_logo.svg.png;14
