Real Madrid;https://assets.stickpng.com/thumbs/584a9b47b080d7616d298778.png;25
Girona;https://assets.stickpng.com/thumbs/584ad4b8b519ea740933a8fd.png;25
Barcelona;https://assets.stickpng.com/thumbs/584a9b3bb080d7616d298777.png;24
Atletico;https://assets.stickpng.com/thumbs/584a9b63b080d7616d29877a.png;22
Real Sociedad;https://assets.stickpng.com/thumbs/584ad36ab519ea740933a8d3.png;18
Athletic;https://assets.stickpng.com/thumbs/584ad135b519ea740933a896.png;17
Valencia;https://assets.stickpng.com/images/584ad186b519ea740933a89e.png;14
Real Betis;https://assets.stickpng.com/thumbs/584ad396b519ea740933a8d9.png;14
